Protein Name,Protein ChEMBL ID,Molecule ChEMBL ID,Standard Type,Standard Value,Standard Units,SMILES
ADAM17,CHEMBL3332,CHEMBL401471,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@]4(CCCO4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL251868,IC50,1.6,nM,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CNC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL447787,IC50,1.0,nM,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL251867,IC50,2.6,nM,Cc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CNC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL403186,IC50,1.0,nM,Cc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL254722,IC50,1.6,nM,CSc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CNC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL402436,IC50,1.0,nM,CSc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL404673,IC50,1.0,nM,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL253276,IC50,1.0,nM,O=C(N[C@@H]1COC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1
ADAM17,CHEMBL3332,CHEMBL253275,IC50,1.4,nM,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1
ADAM17,CHEMBL3332,CHEMBL253076,IC50,2.6,nM,CC(F)(F)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL253075,IC50,2.2,nM,CC(C)(F)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL404010,IC50,1.6,nM,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL252876,IC50,1.0,nM,CC(C)(F)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2C[C@@]3(CCCO3)C[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL437407,IC50,2.0,nM,CC(C)(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2C[C@@]3(CCCO3)C[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL252677,IC50,1.3,nM,O=C(N[C@@H]1C[C@@]2(CCCO2)C[C@@H]1C(=O)NO)c1ccc(Cn2c(C3CC3)nc3ccccc32)cc1
ADAM17,CHEMBL3332,CHEMBL404382,IC50,1.1,nM,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2C[C@@]3(CCCO3)C[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL252481,IC50,2.3,nM,C#CCN1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(Cn3c(C(C)(C)C)nc4ccccc43)cc2)C1
ADAM17,CHEMBL3332,CHEMBL252480,IC50,1.8,nM,C#CCN1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(Cn3c(C(C)C)nc4ccccc43)cc2)C1
ADAM17,CHEMBL3332,CHEMBL252470,IC50,2.7,nM,O=C(N[C@@H]1CCC[C@@H]1C(=O)NO)c1ccc(Cn2c(C3CC3)nc3ccccc32)cc1
ADAM17,CHEMBL3332,CHEMBL439066,IC50,2.0,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(Cc4ccco4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL256621,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3COC[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL402746,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CCC[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL256245,IC50,1.6,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(Cc4ccccc4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL271234,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(C4CCC4)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL271235,IC50,0.14,nM,C#CCN1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1
ADAM17,CHEMBL3332,CHEMBL404162,IC50,1.5,nM,C=C(C)CN1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1
ADAM17,CHEMBL3332,CHEMBL270800,IC50,0.94,nM,C=CCN1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1
ADAM17,CHEMBL3332,CHEMBL441901,IC50,1.1,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(CC(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL403401,IC50,0.4,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(C(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL429589,IC50,1.6,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL256598,IC50,1.5,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(C(=O)OC(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL256805,IC50,1.0,nM,COC(=O)N1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1
ADAM17,CHEMBL3332,CHEMBL270606,IC50,2.7,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(C(=O)C(C)(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL270819,IC50,2.1,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(C(=O)C(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL401979,IC50,1.3,nM,CC(=O)N1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(OCc3cc(C)nc4ccccc34)cc2)C1
ADAM17,CHEMBL3332,CHEMBL256681,IC50,1.6,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CN(S(C)(=O)=O)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL257531,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@H](N(C)C)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL257532,IC50,4.6,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@H](O)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL438528,IC50,2.3,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3C[C@@H](O)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL272341,IC50,1.8,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CC(=O)C[C@@H]3C(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL401263,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)N[C@@H]3CC4(C[C@@H]3C(=O)NO)OCCO4)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL404019,IC50,2.2,nM,Cc1[nH]c2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CNC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL402393,IC50,1.0,nM,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1
ADAM17,CHEMBL3332,CHEMBL270817,IC50,2.8,nM,CC(C)(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL403539,IC50,1.7,nM,CC(C)c1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL429674,IC50,2.0,nM,CCc1nn2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL255160,IC50,1.5,nM,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nc3ccccn23)cc1
ADAM17,CHEMBL3332,CHEMBL271450,IC50,1.0,nM,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C3CC3)nc3ccccn23)cc1
ADAM17,CHEMBL3332,CHEMBL403777,IC50,3.2,nM,CC(C)c1nc2ccccn2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL403778,IC50,1.0,nM,Cc1nc2ccccn2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL271938,IC50,2.1,nM,CC(C)c1oc2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL402118,IC50,1.8,nM,CC(C)c1oc2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CNC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL402636,IC50,1.0,nM,Cc1oc2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CNC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL258055,IC50,1.6,nM,Cc1oc2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL272512,IC50,1.0,nM,CCc1[nH]c2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL272102,IC50,6.0,nM,Cc1[nH]c2ccccc2c1Cc1ccc(C(=O)N[C@@H]2CCOC[C@@H]2C(=O)NO)cc1
ADAM17,CHEMBL3332,CHEMBL255418,IC50,1.0,nM,C#CCN1C[C@H](C(=O)NO)[C@H](NC(=O)c2ccc(Cc3c(C)[nH]c4ccccc34)cc2)C1
ADAM17,CHEMBL3332,CHEMBL395880,IC50,2.0,nM,Cc1cc(COc2ccc(C(=O)NCC3(N4CCN(S(C)(=O)=O)CC4)C(=O)NC(=O)NC3=O)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL402393,IC50,1.0,nM,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cc2c(C(F)(F)F)nn3ccccc23)cc1
ADAM17,CHEMBL3332,CHEMBL253275,IC50,1.4,nM,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1
ADAM17,CHEMBL3332,CHEMBL461801,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)NCCC(=O)NO)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL206254,IC50,1.0,nM,Cc1cc(COc2ccc(C(=O)NC3(CC(=O)NO)CCN(S(C)(=O)=O)CC3)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL208051,IC50,1.9,nM,Cc1cc(COc2ccc(C(=O)NCC3(C(=O)NO)CCN(S(C)(=O)=O)CC3)cc2)c2ccccc2n1
ADAM17,CHEMBL3332,CHEMBL4080381,IC50,5.0,nM,COc1cc(COc2ccc3c(c2)NCCN([C@H](CCCCNS(C)(=O)=O)C(=O)NO)S3)cc(OC)c1
ADAM17,CHEMBL3332,CHEMBL4080381,IC50,5.012,nM,COc1cc(COc2ccc3c(c2)NCCN([C@H](CCCCNS(C)(=O)=O)C(=O)NO)S3)cc(OC)c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL327127,IC50,6.0,nM,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL355330,IC50,4.0,nM,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCC1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL168382,IC50,2.0,nM,COc1cccc(-c2cn(C3CCCC3)c3ncnc(N)c23)c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL169390,IC50,1.0,nM,Nc1ncnc2c1c(-c1cccc(O)c1)cn2C1CCCC1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL5416410,IC50,0.4,nM,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL91867,IC50,1.0,nM,CC#CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL598007,IC50,1.0,nM,O=C(Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1)[C@@H]1O[C@H]1CN1CCCCC1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL94061,IC50,1.0,nM,CN(C)C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL285063,IC50,1.0,nM,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL1171837,IC50,0.9,nM,Cc1ccc(C(=O)Nc2ccc(CN3CCN(C)CC3)c(C(F)(F)F)c2)cc1C#Cc1cnc2cccnn12
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL2403821,IC50,4.7,nM,CC(C)(C)c1cc(NC(=O)Nc2ccc(Nc3ncnc4ccc(NC(=O)CCN5CCOCC5)cc34)cc2)n(-c2cccc(N)c2)n1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL2403820,IC50,1.1,nM,CN1CCN(CCC(=O)Nc2ccc3ncnc(Nc4ccc(NC(=O)Nc5cc(C(C)(C)C)nn5-c5cccc(N)c5)cc4)c3c2)CC1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL2403819,IC50,1.1,nM,CN(C)CCCC(=O)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(N)c4)cc3)c2c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL2403818,IC50,1.2,nM,CCC(=O)Nc1ccc2ncnc(Nc3ccc(NC(=O)Nc4cc(C(C)(C)C)nn4-c4cccc(N)c4)cc3)c2c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL136511,IC50,2.0,nM,C=CS(=O)(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1
Tyrosine-protein kinase SRC,CHEMBL3655,CHEMBL4465847,IC50,4.0,nM,O=C1/C=C\C(=O)N[C@@H](CC2CCCCC2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCCNC(=O)c2cnccn2)C(=O)NCC[C@@H](C(=O)O)N1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3288340,IC50,3.0,nM,O=C(c1nccs1)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL1230001,IC50,0.155,nM,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3358464,IC50,5.31,nM,O=C(NS(=O)(=O)C1CC1)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3358465,IC50,3.94,nM,O=C(NS(=O)(=O)c1ccccc1)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3358466,IC50,3.13,nM,O=C(O)C(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3358470,IC50,2.65,nM,CN(CCOc1ccccc1C(F)(F)F)C(=O)Nc1ccccc1C(=O)O
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359005,IC50,0.554,nM,CN(CCOc1ccccc1C(C)(C)C)C(=O)Nc1ccccc1C(=O)O
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359014,IC50,0.294,nM,O=C(O)c1ccccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359015,IC50,0.481,nM,O=C(O)c1ccccc1NC(=O)N1C[C@H]2CC(c3ccccc3C(F)(F)F)=C[C@H]2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359017,IC50,0.285,nM,O=C(O)c1cc(F)ccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359019,IC50,0.34,nM,O=C(O)c1cc(Cl)ccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359020,IC50,1.55,nM,CS(=O)(=O)c1ccc(NC(=O)N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)c(C(=O)O)c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359022,IC50,0.179,nM,O=C(O)c1cnccc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359023,IC50,0.235,nM,Cc1cc(NC(=O)N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)c(C(=O)O)cn1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359024,IC50,0.121,nM,O=C(O)c1cnncc1NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359026,IC50,5.26,nM,C[C@H](NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1)C(=O)O
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3359028,IC50,0.829,nM,O=C(O)[C@@H](NC(=O)N1C[C@H]2C[C@@H](c3ccccc3C(F)(F)F)C[C@H]2C1)c1ccccc1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3593524,IC50,3.3,nM,Cc1cc(C(N)=O)nc(N2C[C@H]3C[C@@H](c4ccccc4C(F)(F)F)C[C@H]3C2)n1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3594229,IC50,3.9,nM,COC(=O)c1cc(C)nc(N2C[C@@H]3CN(c4ccccc4C(F)(F)F)C[C@@H]3C2)n1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3594225,IC50,4.1,nM,COC(=O)c1cc(C)nc(N2CCC(c3ccccc3C(F)(F)F)CC2)n1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3642671,IC50,5.0,nM,CC(C)(C)c1ccccc1OC1CCN(C(=O)c2ccccn2)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3644466,IC50,3.8,nM,CC(C)(C)c1ccccc1N1CCN(C(=O)c2c[nH]cn2)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3892353,IC50,4.457,nM,CC(=O)N1CCc2c(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3920346,IC50,5.356,nM,CS(=O)(=O)N1CCc2[nH]nc(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3954871,IC50,4.128,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3954871,IC50,5.732,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3954871,IC50,5.363,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3971494,IC50,1.372,nM,COC(=O)N1CCc2[nH]nc(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3983972,IC50,2.88,nM,N#CN1CCc2c(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3964999,IC50,4.345,nM,O=C(c1n[nH]c2c1CCN(CC1CC1)C2)N1CCC(c2cccc(F)c2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3967849,IC50,6.035,nM,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3967849,IC50,5.258,nM,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3967849,IC50,2.824,nM,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3967849,IC50,4.329,nM,CC(=O)N1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3920137,IC50,1.372,nM,CC(=O)N1Cc2[nH]nc(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3955373,IC50,5.481,nM,O=C(c1n[nH]c2c1CCN(C1COC1)C2)N1CCC(c2ccc(F)c(F)c2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3890586,IC50,3.447,nM,N#CN1CCc2c(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3900239,IC50,5.244,nM,CS(=O)(=O)N1CCc2[nH]nc(C(=O)N3CCC(c4cc(F)ccc4C(F)(F)F)CC3)c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3901852,IC50,4.883,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4cc(F)ccc4C(F)(F)F)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3947452,IC50,5.121,nM,N#CN1CCc2c(C(=O)N3CCC(c4cccc(F)c4Cl)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3947452,IC50,1.372,nM,N#CN1CCc2c(C(=O)N3CCC(c4cccc(F)c4Cl)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3976716,IC50,5.906,nM,O=C(c1n[nH]c2c1CCN(C1COC1)C2)N1CCC(c2cccc(F)c2Cl)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3952810,IC50,4.842,nM,CC(=O)N1CCc2c(C(=O)N3CCC(c4cccc(F)c4Cl)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3961492,IC50,3.104,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4cccc(F)c4Cl)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3942071,IC50,5.841,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4c(F)cccc4C(F)(F)F)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3931353,IC50,5.743,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4cc(Cl)ccc4C(F)(F)F)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3960081,IC50,4.825,nM,N#Cc1ccc2nnc(C(=O)N3CCC(c4cccc(Cl)c4C(F)(F)F)CC3)n2c1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3983972,IC50,1.619,nM,N#CN1CCc2c(C(=O)N3CCC(c4cccc(F)c4C(F)(F)F)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3964999,IC50,6.097,nM,O=C(c1n[nH]c2c1CCN(CC1CC1)C2)N1CCC(c2cccc(F)c2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3920137,IC50,4.846,nM,CC(=O)N1Cc2[nH]nc(C(=O)N3CCC(c4ccc(F)c(F)c4C(F)(F)F)CC3)c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL3947452,IC50,0.169,nM,N#CN1CCc2c(C(=O)N3CCC(c4cccc(F)c4Cl)CC3)n[nH]c2C1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL4532832,IC50,3.71,nM,Cn1nc(C(=O)N2CCC(c3ccccc3C(F)(F)F)CC2)c2ccccc21
Plasma retinol-binding protein,CHEMBL3100,CHEMBL4457350,IC50,4.71,nM,O=C(c1n[nH]c2cc(F)ccc12)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL4439759,IC50,4.71,nM,O=C(c1n[nH]c2ccc(F)cc12)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL4588529,IC50,5.47,nM,O=C(c1n[nH]c2c(Cl)cccc12)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL4514302,IC50,4.12,nM,O=C(c1nn(C2COC2)c2cc(F)ccc12)N1CCC(c2ccccc2C(F)(F)F)CC1
Plasma retinol-binding protein,CHEMBL3100,CHEMBL4470444,IC50,4.55,nM,O=C(c1nnc2ccc(F)cn12)N1CCC(c2ccccc2C(F)(F)F)CC1
